"","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10"
"p581",63,65,88,60,52,32,50,61,50,34
"p582",69,82,67,67,59,56,53,47,40,52
"p583",67,62,72,65,62,55,48,41,43,41
"p584",55,72,79,56,62,47,50,44,34,37
"p585",59,83,79,70,55,45,54,54,37,39
"p586",70,76,70,66,57,52,53,38,38,35
"p587",59,80,65,78,59,60,44,47,34,35
"p588",55,72,79,78,63,53,69,57,49,40
"p589",54,75,76,68,60,65,47,46,31,40
"p590",52,65,65,72,63,52,54,48,37,41
"p591",49,80,66,59,51,67,52,44,37,30
"p592",65,82,72,75,49,51,58,44,38,32
"p593",61,85,71,78,68,52,47,48,36,41
"p594",58,86,60,50,59,71,68,45,43,31
"p595",50,80,85,59,64,49,44,36,50,32
"p596",56,82,79,78,69,54,61,41,48,38
"p597",54,95,87,67,80,48,48,39,51,35
"p598",55,77,66,64,59,50,31,43,39,52
"p599",61,90,79,73,61,73,43,49,47,39
"p600",55,78,66,67,51,55,48,39,47,23
"p601",63,94,62,66,69,42,50,43,46,39
"p602",64,85,78,68,69,53,42,45,39,30
"p603",68,77,79,77,62,59,52,43,30,37
"p604",63,92,77,70,75,57,43,59,49,40
"p605",59,83,69,71,50,58,54,37,35,36
"p606",74,82,60,62,52,71,52,45,36,31
"p607",59,78,80,60,51,55,47,46,47,38
"p608",63,100,91,69,69,49,48,46,37,32
"p609",59,75,85,83,56,57,54,52,42,37
"p610",67,86,72,67,60,68,38,48,41,45
"p611",74,90,74,75,58,56,36,37,41,37
"p612",60,78,80,74,55,53,51,59,29,44
"p613",47,83,78,64,62,55,50,44,33,27
"p614",64,72,60,70,66,55,53,51,35,38
"p615",81,79,74,78,71,63,59,53,48,34
"p616",69,67,79,78,71,41,45,41,35,35
"p617",60,61,76,69,79,43,52,48,30,39
"p618",69,77,91,76,65,55,51,42,60,37
"p619",57,81,88,65,72,71,47,50,40,37
"p620",70,79,86,78,67,51,40,32,46,39
"p621",63,85,92,70,50,53,43,48,29,36
"p622",50,101,76,89,57,51,48,44,41,30
"p623",39,96,73,59,52,54,50,37,33,34
"p624",66,80,61,74,69,63,56,46,47,31
"p625",69,75,71,73,56,72,59,50,26,34
"p626",56,101,68,79,55,45,41,36,39,32
"p627",50,77,71,62,45,63,52,59,37,31
"p628",52,93,75,72,58,60,32,40,39,33
"p629",62,74,75,74,52,50,52,42,40,51
"p630",59,85,60,76,59,55,58,49,45,30
"p631",69,85,78,70,55,53,47,46,50,36
"p632",52,79,66,65,54,46,46,45,36,25
"p633",70,69,60,66,65,65,36,42,43,42
"p634",62,85,77,70,55,60,54,42,30,43
"p635",53,94,82,73,65,58,51,54,42,30
"p636",67,80,72,71,65,43,62,48,42,40
"p637",72,85,80,59,52,61,48,58,36,33
"p638",56,83,79,61,59,46,53,58,38,33
"p639",54,106,68,62,63,55,38,40,42,30
"p640",70,64,81,54,70,62,58,40,36,31
"p641",52,72,82,59,54,56,49,50,36,26
"p642",65,67,67,65,71,46,62,47,33,32
"p643",62,70,74,63,46,50,47,47,46,59
"p644",70,67,74,63,63,55,39,40,47,36
"p645",55,84,88,67,69,55,38,40,35,29
"p646",40,96,95,56,61,51,56,34,40,27
"p647",67,83,90,67,56,59,46,48,42,40
"p648",61,79,74,78,66,50,43,52,47,25
"p649",46,71,76,53,65,51,54,51,42,36
"p650",61,81,67,55,60,59,44,46,34,28
"p651",67,82,76,70,68,59,48,50,41,41
"p652",70,74,77,52,67,55,39,36,55,40
"p653",66,72,78,61,67,47,53,52,44,42
"p654",57,63,64,70,60,57,63,48,46,32
"p655",67,65,73,74,44,52,36,47,37,39
"p656",58,97,65,73,71,40,51,55,45,45
"p657",53,86,62,62,52,41,52,52,31,36
"p658",62,68,77,71,60,41,57,49,31,47
"p659",54,86,80,61,57,55,43,43,40,39
"p660",71,83,71,62,67,72,53,48,48,33
"p661",58,75,72,63,60,36,50,61,29,28
"p662",57,92,84,57,54,64,54,42,41,34
"p663",56,77,76,68,46,46,42,52,41,33
"p664",59,77,94,69,74,67,48,38,41,35
"p665",55,84,90,61,54,52,51,44,33,36
"p666",58,96,71,65,70,54,43,44,49,38
"p667",62,77,72,64,53,56,56,34,48,45
"p668",53,80,88,67,61,63,56,58,43,37
"p669",68,91,72,77,71,55,51,51,48,31
"p670",68,83,78,64,52,63,49,37,35,28
"p671",59,77,60,68,63,62,50,48,45,39
"p672",48,71,58,67,73,46,40,43,49,44
"p673",74,85,84,68,60,50,51,44,52,27
"p674",67,79,77,64,57,57,46,32,46,43
"p675",51,74,79,71,65,70,49,45,33,43
"p676",55,77,85,65,65,55,51,47,46,43
"p677",51,67,75,68,48,59,47,42,28,38
"p678",62,83,73,64,75,45,56,54,43,39
"p679",72,81,74,59,75,40,44,41,30,43
"p680",65,72,91,66,66,49,49,44,31,38
"p681",61,83,74,73,58,52,42,41,39,35
"p682",63,82,85,63,49,58,46,44,32,36
"p683",50,84,78,77,63,49,49,42,32,38
"p684",46,89,76,72,61,68,51,42,38,34
"p685",60,82,75,62,56,55,53,43,44,36
"p686",75,80,70,62,46,68,59,45,45,36
"p687",57,82,77,76,47,72,48,48,39,38
"p688",59,80,75,71,62,49,45,43,43,33
"p689",63,92,66,50,66,59,43,35,39,41
"p690",51,100,68,65,75,49,63,55,31,32
"p691",60,88,72,62,61,59,53,40,43,34
"p692",62,79,63,56,67,68,46,42,41,28
"p693",57,89,84,67,54,51,47,34,40,29
"p694",74,79,69,65,58,42,53,55,53,32
"p695",69,69,70,66,56,61,42,50,38,39
"p696",57,89,77,69,70,42,53,47,43,37
"p697",58,73,62,59,64,55,44,35,44,32
"p698",59,82,73,67,68,59,49,46,53,44
"p699",38,86,80,72,68,47,55,44,40,26
"p700",71,86,72,64,73,60,58,30,33,38
"p701",53,90,75,82,60,55,59,52,46,37
"p702",70,77,66,63,55,62,40,54,31,40
"p703",64,61,74,75,44,39,51,42,45,39
"p704",62,106,63,74,63,50,53,52,45,45
"p705",62,96,88,73,68,59,55,37,50,36
"p706",55,74,68,84,53,55,48,46,42,42
"p707",59,82,83,76,78,58,49,39,34,44
"p708",53,95,86,63,51,66,50,55,42,28
"p709",56,78,86,57,64,58,45,41,24,37
"p710",53,88,73,68,68,53,46,39,37,45
"p711",64,82,78,68,47,51,38,39,50,48
"p712",61,69,83,90,57,56,49,49,43,47
"p713",51,102,78,70,49,56,34,49,28,32
"p714",52,83,64,51,69,50,44,38,30,26
"p715",61,68,77,90,60,62,58,54,34,39
"p716",63,87,78,66,67,51,46,39,34,46
"p717",52,81,80,92,51,58,42,47,42,39
"p718",49,90,66,65,58,72,50,45,39,36
"p719",63,80,75,62,68,50,54,48,40,33
"p720",64,92,82,64,52,46,47,49,52,36
"p721",51,94,67,64,47,49,56,51,39,48
"p722",52,87,70,81,62,47,41,45,43,33
"p723",53,72,91,64,59,59,42,39,32,37
"p724",53,97,89,68,58,54,36,49,31,38
"p725",63,84,68,75,57,70,46,48,34,58
"p726",55,86,61,70,73,62,53,48,46,36
"p727",59,86,63,69,47,54,39,40,31,34
"p728",63,85,69,68,60,43,53,50,41,32
"p729",63,86,65,59,58,65,41,44,37,45
"p730",56,71,75,78,60,50,51,41,39,36
"p731",70,81,77,74,71,56,74,35,38,33
"p732",60,86,59,68,54,58,55,62,31,31
"p733",59,79,79,63,51,59,36,56,49,42
"p734",58,84,75,67,62,57,49,41,45,35
"p735",59,78,65,86,62,71,53,47,47,37
"p736",64,79,77,66,52,59,38,44,52,28
"p737",65,75,78,60,60,60,50,34,49,34
"p738",74,81,70,69,65,63,59,45,43,31
"p739",67,96,79,55,59,54,54,41,34,41
"p740",62,91,82,73,64,70,34,48,42,38
"p741",75,87,74,77,62,53,49,45,49,39
"p742",69,97,74,57,53,49,53,42,40,30
"p743",77,74,80,65,64,64,50,35,42,34
"p744",66,70,81,58,64,50,35,41,32,29
"p745",45,85,83,83,49,51,45,49,40,33
"p746",53,83,59,59,57,32,38,45,38,23
"p747",57,70,73,64,79,61,52,45,56,32
"p748",72,88,71,58,68,61,51,40,41,31
"p749",76,72,77,60,72,55,61,53,40,29
"p750",67,78,73,62,57,46,48,48,45,32
"p751",55,77,69,67,48,50,44,38,53,29
"p752",60,86,86,71,69,56,51,52,37,36
"p753",48,97,69,76,69,55,57,48,33,32
"p754",54,94,75,74,66,70,48,45,46,38
"p755",60,94,66,57,68,56,53,50,40,37
"p756",70,86,76,66,63,52,45,51,41,44
"p757",50,80,92,63,57,66,44,44,41,31
"p758",47,89,78,66,63,40,45,48,47,35
"p759",66,78,77,65,74,58,55,43,40,24
"p760",57,94,88,87,50,63,47,42,39,35
"p761",66,71,86,69,59,64,51,43,43,27
"p762",57,90,58,67,58,59,53,53,45,43
"p763",60,68,78,59,50,54,51,54,57,34
"p764",74,71,71,56,66,60,48,47,35,25
"p765",53,87,83,75,43,60,55,45,48,26
"p766",54,75,104,61,61,60,57,44,30,31
"p767",49,77,67,69,73,64,44,48,52,39
"p768",72,100,72,66,59,58,44,35,37,32
"p769",58,62,60,77,57,62,51,56,45,32
"p770",52,85,81,68,68,57,54,56,42,41
"p771",62,82,67,59,57,50,49,42,44,30
"p772",64,96,53,74,50,48,44,40,35,41
"p773",59,77,79,57,68,64,52,47,47,25
"p774",60,79,72,68,61,45,49,55,36,36
"p775",46,78,68,71,80,60,47,38,36,35
"p776",51,89,70,70,74,45,44,44,39,51
"p777",41,81,78,53,62,49,64,38,31,33
"p778",57,99,76,63,90,58,45,41,45,35
"p779",65,85,78,73,48,43,55,45,42,39
"p780",58,85,70,62,64,65,47,50,46,37
"p781",53,78,81,63,58,61,56,49,38,48
"p782",55,87,76,55,69,55,44,43,46,32
"p783",56,67,85,73,67,40,42,40,48,39
"p784",70,89,87,58,69,60,51,46,27,40
"p785",54,77,65,65,57,57,45,41,44,40
"p786",68,96,73,73,48,45,50,43,41,35
"p787",51,81,69,73,68,71,45,50,38,45
"p788",61,87,73,54,52,55,47,45,49,36
"p789",68,98,77,56,61,44,54,43,39,39
"p790",69,84,69,56,58,53,58,46,44,35
"p791",63,75,92,62,54,47,49,41,43,44
"p792",58,82,68,80,51,55,54,43,31,28
"p793",71,76,71,73,63,52,45,36,43,39
"p794",53,94,67,69,65,61,53,45,36,38
"p795",53,80,64,80,64,51,45,40,41,37
"p796",66,73,88,49,55,67,48,34,38,38
"p797",51,73,88,67,57,50,47,37,37,41
"p798",61,74,76,64,73,49,42,50,43,26
"p799",39,77,72,66,58,40,47,34,46,35
"p800",52,82,80,53,51,65,52,38,31,27
"p801",52,79,66,67,61,61,53,44,32,34
"p802",78,79,70,62,59,67,43,47,53,28
"p803",59,78,74,64,52,59,42,42,35,39
"p804",66,83,72,59,73,53,51,42,38,40
"p805",58,78,71,63,65,56,48,48,38,31
"p806",55,76,67,61,71,56,50,50,39,32
"p807",47,71,85,67,54,70,55,41,33,35
"p808",67,89,86,69,58,67,52,55,38,45
"p809",63,75,77,75,71,61,53,47,47,44
"p810",55,95,77,62,64,58,44,52,41,37
"p811",42,81,82,79,62,45,48,42,52,37
"p812",52,78,59,66,54,55,49,47,47,49
"p813",63,79,69,75,57,53,63,38,48,42
"p814",61,92,85,57,43,46,55,50,46,46
"p815",71,77,74,59,69,43,46,43,37,26
"p816",61,101,68,62,58,54,54,53,42,51
"p817",45,72,75,77,58,68,51,55,33,34
"p818",50,78,83,74,47,44,40,48,34,31
"p819",47,95,80,70,67,51,50,41,40,37
"p820",49,88,61,70,71,59,38,40,46,38
"p821",63,90,61,53,66,48,51,45,45,32
"p822",67,78,79,47,59,61,46,54,37,36
"p823",65,80,78,69,65,57,43,40,42,52
"p824",54,71,72,61,69,51,41,33,46,30
"p825",72,65,81,57,71,52,52,35,38,30
"p826",63,81,67,85,83,65,49,53,38,39
"p827",59,87,71,61,58,50,46,47,38,38
"p828",46,60,69,73,68,36,43,45,54,29
"p829",50,85,66,66,69,53,51,45,28,38
"p830",53,78,69,81,62,59,30,50,43,33
"p831",61,93,78,72,42,53,40,49,40,33
"p832",59,65,73,62,58,54,59,43,39,38
"p833",61,98,78,62,65,54,54,41,49,39
"p834",52,72,58,83,59,51,43,43,37,41
"p835",58,90,79,68,65,56,44,45,32,50
"p836",52,87,67,73,71,51,54,47,33,40
"p837",63,90,55,56,57,48,46,38,44,33
"p838",72,81,70,77,59,54,33,43,40,35
"p839",55,90,68,58,73,61,35,52,50,40
"p840",51,93,82,62,62,55,53,51,46,32
"p841",61,104,66,87,62,54,47,37,42,35
"p842",60,83,83,79,60,52,42,50,44,43
"p843",53,79,74,69,60,67,45,46,34,38
"p844",56,81,74,84,67,58,58,43,37,41
"p845",67,78,90,72,56,59,45,45,48,40
"p846",60,77,91,67,60,57,40,43,44,47
"p847",61,75,89,65,54,52,43,48,29,40
"p848",68,84,59,63,43,56,32,44,33,37
"p849",57,86,89,61,56,60,41,41,43,29
"p850",51,87,68,83,67,65,40,33,52,35
"p851",61,80,81,56,61,62,47,49,39,43
"p852",66,84,72,64,70,57,56,41,44,36
"p853",47,80,79,72,60,51,44,41,45,30
"p854",57,88,73,72,58,56,54,44,45,47
"p855",57,66,73,53,54,61,45,53,41,31
"p856",65,91,87,57,57,51,46,53,37,43
"p857",51,81,65,66,52,62,49,53,48,36
"p858",65,80,76,62,70,56,59,36,33,24
"p859",66,89,72,71,59,56,34,48,35,37
"p860",62,73,66,61,77,56,35,42,34,43
"p861",52,67,74,57,68,48,38,28,40,39
"p862",62,73,80,58,63,61,53,49,47,37
"p863",56,72,85,54,56,59,50,46,42,35
"p864",51,86,65,79,57,54,45,47,46,31
"p865",47,80,64,76,75,50,51,36,47,39
"p866",71,79,68,72,53,60,52,34,37,50
"p867",62,71,86,70,52,50,55,58,37,49
"p868",51,95,81,64,58,49,48,47,34,39
"p869",59,97,84,65,75,52,52,49,50,22
"p870",57,88,73,72,74,57,47,40,41,42
"p871",56,80,65,58,60,44,60,39,43,41
"p872",66,82,95,64,63,65,49,41,29,49
"p873",64,89,81,83,56,59,44,40,39,27
"p874",66,94,57,62,62,79,39,43,47,45
"p875",60,78,80,75,64,47,41,46,36,36
"p876",53,68,73,68,60,43,48,61,43,25
"p877",53,88,60,53,65,56,41,46,30,51
"p878",61,76,81,87,47,55,56,56,41,41
"p879",53,72,73,61,54,58,46,44,41,34
"p880",66,95,61,63,54,59,49,41,48,37
"p881",56,83,72,74,49,65,48,38,42,37
"p882",59,86,69,74,58,61,53,39,45,49
"p883",70,88,60,76,46,44,47,48,48,35
"p884",60,68,71,69,53,42,37,55,52,46
"p885",49,79,92,58,55,60,65,34,42,34
"p886",56,89,83,73,51,45,43,36,51,43
"p887",54,75,75,63,60,57,47,47,33,26
"p888",55,89,61,72,65,58,60,46,26,30
"p889",75,84,77,54,59,40,54,46,46,25
"p890",51,85,71,61,57,55,53,54,47,39
"p891",62,78,84,70,53,50,58,44,26,33
"p892",52,71,74,62,65,45,36,53,40,35
"p893",58,78,80,67,61,58,50,40,40,32
"p894",60,78,79,67,61,70,62,42,47,34
"p895",62,84,62,73,49,62,43,47,48,45
"p896",54,70,74,48,66,46,42,42,29,35
"p897",46,95,79,71,66,46,48,51,45,37
"p898",49,85,82,81,58,55,47,42,46,32
"p899",61,85,73,70,59,57,60,54,40,34
"p900",51,84,72,65,70,67,50,59,46,27
"p901",52,76,59,75,60,73,48,41,45,29
"p902",54,82,77,63,45,58,46,47,28,45
"p903",51,74,72,57,45,54,59,46,57,41
"p904",70,82,71,76,56,64,39,55,30,48
"p905",54,89,84,60,67,52,43,35,42,33
"p906",61,86,76,68,72,61,58,53,40,43
"p907",62,76,80,65,63,45,56,42,41,47
"p908",70,84,81,73,61,60,57,35,34,45
"p909",65,100,101,63,73,46,56,38,37,49
"p910",59,76,69,81,75,54,36,43,39,40
"p911",49,78,73,73,69,52,54,55,45,26
"p912",78,88,84,80,74,60,67,41,34,44
"p913",64,101,81,67,61,66,46,41,42,42
"p914",53,97,83,63,51,51,44,38,31,31
"p915",68,95,65,63,62,50,51,46,32,32
"p916",58,96,62,67,61,42,46,50,46,32
"p917",67,83,77,67,67,54,56,36,37,48
"p918",50,91,71,59,64,45,46,51,38,27
"p919",69,84,69,70,60,48,48,55,39,28
"p920",61,93,75,55,62,51,53,45,46,34
"p921",47,70,72,83,60,52,45,47,44,33
"p922",67,68,61,67,62,57,46,37,35,46
"p923",60,69,73,77,51,67,60,44,46,37
"p924",54,101,77,56,47,50,59,36,35,36
"p925",70,86,68,49,70,57,43,56,34,45
"p926",72,71,88,71,54,54,41,47,33,33
"p927",57,96,75,62,64,55,61,61,26,29
"p928",64,76,58,60,42,55,55,31,51,41
"p929",58,88,88,70,60,51,59,43,35,39
"p930",54,79,73,77,57,52,36,35,34,42
"p931",54,102,87,77,65,60,46,44,35,37
"p932",53,92,78,54,65,49,54,57,45,40
"p933",49,64,68,62,66,44,55,50,55,34
"p934",68,62,71,62,59,50,61,45,46,30
"p935",58,90,85,55,66,48,54,48,43,35
"p936",54,95,64,62,55,52,48,43,46,32
"p937",66,74,90,71,74,62,47,45,38,35
"p938",74,95,70,56,66,43,49,54,40,26
"p939",62,95,80,67,61,59,49,44,41,24
"p940",62,86,70,71,64,68,62,33,43,32
"p941",70,85,72,81,68,66,39,41,37,28
"p942",66,88,73,84,64,50,55,46,35,47
"p943",58,84,56,85,52,59,48,48,40,35
"p944",53,86,73,53,57,53,62,43,33,27
"p945",48,74,75,71,64,43,47,39,37,36
"p946",54,81,78,62,66,43,44,48,45,38
"p947",76,64,70,65,48,48,54,47,45,34
"p948",52,81,81,66,67,60,47,44,46,47
"p949",54,100,71,66,62,63,43,43,33,29
"p950",61,80,66,70,65,47,60,42,60,34
"p951",60,81,79,66,51,62,58,44,51,39
"p952",59,87,77,69,63,48,53,39,37,42
"p953",58,85,58,74,66,60,64,49,37,26
"p954",70,78,71,65,53,53,55,34,35,36
"p955",61,82,57,55,66,68,47,49,38,28
"p956",67,87,78,60,60,47,54,34,36,44
"p957",68,84,77,66,54,55,53,56,40,36
"p958",65,71,83,65,65,61,48,45,39,35
"p959",56,68,74,50,62,52,45,42,40,33
"p960",58,90,83,69,61,62,46,53,34,46
"p961",56,78,66,76,56,66,52,45,33,46
"p962",46,84,60,66,61,57,56,34,40,40
"p963",57,94,68,69,65,59,52,55,48,38
"p964",77,76,60,70,55,62,43,52,39,48
"p965",80,88,80,61,64,50,45,43,40,31
"p966",48,84,67,62,64,57,44,31,41,35
"p967",50,70,59,49,53,45,46,49,45,45
"p968",54,78,62,62,70,51,46,43,30,34
"p969",61,76,76,66,66,50,55,44,34,33
"p970",53,79,76,56,61,52,55,47,47,41
"p971",71,73,61,70,51,50,49,48,39,39
"p972",69,95,85,83,63,49,45,44,44,31
"p973",64,87,76,62,60,46,47,51,34,37
"p974",64,82,79,87,56,43,54,45,54,42
"p975",52,84,75,71,77,62,45,41,37,31
"p976",62,77,67,44,60,64,45,30,25,45
"p977",69,85,69,60,64,72,49,52,38,28
"p978",56,79,91,59,61,51,51,49,45,26
"p979",67,85,76,66,62,49,46,53,41,29
"p980",57,81,75,73,57,54,46,58,37,41
"p981",58,65,68,73,56,60,56,42,49,37
"p982",63,85,66,90,64,53,46,42,39,34
"p983",65,80,81,70,60,50,56,49,40,38
"p984",64,92,66,70,74,50,62,52,43,27
"p985",53,100,59,68,60,63,48,42,31,34
"p986",59,66,85,78,49,44,58,43,44,36
"p987",57,87,69,57,65,58,41,45,41,43
"p988",58,80,86,78,68,55,37,45,35,35
"p989",62,70,59,59,61,49,47,41,44,38
"p990",61,84,61,62,51,61,37,50,41,39
"p991",55,89,81,76,54,53,50,47,29,41
"p992",50,77,65,66,61,51,62,34,36,33
"p993",68,70,82,67,64,45,46,40,46,37
"p994",56,80,65,67,62,51,48,53,47,29
"p995",60,83,81,71,65,59,61,49,34,39
"p996",75,73,57,83,68,55,62,49,46,20
"p997",51,83,69,74,55,36,48,43,33,42
"p998",55,67,68,71,48,59,54,40,35,35
"p999",63,89,66,67,52,55,62,39,40,39
"p1000",50,77,67,47,62,46,66,47,36,28
"p1001",60,90,73,79,59,45,44,52,47,38
"p1002",58,86,73,78,66,50,46,52,46,27
"p1003",54,75,74,74,68,56,44,48,51,36
"p1004",72,89,75,66,56,41,53,44,35,48
"p1005",76,79,80,55,64,39,54,40,46,38
"p1006",63,65,66,60,49,54,47,29,51,39
"p1007",50,87,77,78,54,53,47,49,45,38
"p1008",67,85,85,82,55,70,43,39,43,34
"p1009",67,97,88,65,60,66,44,49,42,33
"p1010",54,88,82,74,67,51,38,48,43,41
"p1011",56,81,86,63,49,51,56,52,37,35
"p1012",65,86,70,66,65,46,51,36,40,32
"p1013",63,64,80,67,66,44,57,56,41,35
"p1014",58,80,78,53,61,47,41,56,29,49
"p1015",72,82,67,76,64,58,57,52,40,41
"p1016",62,83,74,67,41,70,56,52,40,26
"p1017",56,90,83,66,57,52,34,52,37,38
"p1018",51,78,82,61,60,64,48,39,33,34
"p1019",51,96,87,73,63,65,71,51,35,34
"p1020",65,85,75,57,57,55,53,43,40,30
"p1021",75,79,66,74,71,58,51,47,51,32
"p1022",53,90,74,62,57,68,48,37,43,35
"p1023",56,83,60,65,62,59,60,41,48,34
"p1024",66,70,74,55,50,60,36,48,40,47
"p1025",69,67,71,61,68,49,39,49,37,41
"p1026",57,79,66,63,56,50,42,45,38,46
"p1027",68,89,76,88,51,62,51,29,43,43
"p1028",52,83,80,63,62,63,57,43,40,36
"p1029",61,104,76,60,58,59,65,37,31,44
"p1030",72,79,83,83,63,61,39,50,41,38
"p1031",67,85,69,69,67,55,39,44,37,45
"p1032",58,90,60,49,72,59,46,43,34,29
"p1033",58,89,76,71,64,60,49,39,39,35
"p1034",70,82,63,74,63,63,57,38,39,31
"p1035",73,78,81,65,58,46,50,45,34,33
"p1036",65,95,62,56,61,65,46,52,37,37
"p1037",71,93,71,65,67,44,30,36,55,32
"p1038",62,81,69,67,46,61,59,53,32,29
"p1039",75,85,75,61,69,49,56,41,42,35
"p1040",62,96,67,81,60,64,45,48,47,37
"p1041",86,89,61,74,65,48,55,59,35,44
"p1042",66,83,80,89,56,51,33,49,33,34
"p1043",64,84,61,67,66,44,62,48,47,36
"p1044",59,74,64,72,66,55,51,47,43,33
"p1045",52,76,70,63,58,52,58,45,45,31
"p1046",64,84,79,70,63,57,49,49,36,35
"p1047",73,80,82,52,48,52,64,38,48,36
"p1048",57,78,65,65,59,53,56,35,35,42
"p1049",53,78,83,63,56,48,50,38,29,34
"p1050",57,79,85,65,55,60,46,49,37,36
"p1051",48,78,77,59,54,61,47,52,22,35
"p1052",44,77,61,63,72,55,51,33,45,35
"p1053",59,81,73,73,54,55,66,40,44,59
"p1054",56,80,60,59,66,31,41,41,39,44
"p1055",49,63,70,58,58,59,49,34,29,38
"p1056",59,88,86,74,52,70,47,41,41,30
"p1057",57,78,79,64,60,59,57,52,48,36
"p1058",60,82,68,72,54,52,51,43,33,39
"p1059",59,82,74,73,52,59,55,47,28,36
"p1060",57,79,83,49,64,58,45,43,60,47
"p1061",66,85,65,70,64,52,57,43,44,29
"p1062",51,67,85,80,58,48,51,56,43,40
"p1063",57,74,82,57,57,53,53,42,39,35
"p1064",51,87,67,61,68,63,55,35,26,45
"p1065",59,85,75,66,61,49,45,45,45,33
"p1066",58,82,89,53,66,68,44,32,31,36
"p1067",46,86,72,69,64,61,44,42,29,35
"p1068",41,82,79,54,66,60,46,39,37,34
"p1069",59,99,79,82,67,53,39,47,48,42
"p1070",55,106,72,65,69,49,42,45,50,40
"p1071",57,79,92,70,57,67,50,52,46,31
"p1072",75,82,69,68,63,39,67,44,34,33
"p1073",73,89,76,70,62,61,42,40,41,36
"p1074",61,70,68,62,69,52,44,37,42,35
"p1075",51,65,62,54,63,53,47,49,36,39
"p1076",66,81,89,66,70,58,45,42,57,42
"p1077",41,85,87,55,46,63,48,51,48,40
"p1078",51,74,76,81,58,45,36,60,37,36
"p1079",76,95,64,74,58,52,51,38,42,35
"p1080",70,99,68,75,54,45,60,33,47,33
"p1081",68,89,64,67,56,47,50,28,40,31
"p1082",60,71,75,57,55,50,51,47,38,33
"p1083",60,62,81,74,57,45,51,44,41,35
"p1084",64,91,75,67,55,55,46,42,45,46
"p1085",54,77,104,64,64,53,53,47,34,44
"p1086",62,82,66,56,56,64,44,45,47,32
"p1087",62,78,83,76,58,56,50,34,47,33
"p1088",50,72,81,74,62,55,41,35,40,34
"p1089",55,95,56,65,64,53,57,53,33,36
"p1090",57,79,75,71,52,56,63,42,37,37
"p1091",71,88,61,67,67,49,48,45,40,32
"p1092",54,79,79,69,59,55,58,40,34,33
"p1093",47,101,78,81,62,50,52,43,36,28
"p1094",65,93,71,75,72,48,61,36,42,45
"p1095",60,88,69,79,45,50,41,37,43,35
"p1096",65,78,79,73,44,60,62,50,35,43
"p1097",58,86,77,76,66,47,47,66,48,31
"p1098",58,84,77,45,64,50,44,39,44,33
"p1099",57,90,77,71,78,56,57,49,47,44
"p1100",65,72,73,62,53,57,46,40,30,28
"p1101",65,69,73,69,78,66,51,40,34,31
"p1102",55,77,86,68,45,43,61,57,40,36
"p1103",63,84,80,55,64,43,56,48,48,45
"p1104",66,81,82,64,57,61,58,44,51,39
"p1105",65,98,75,70,62,60,38,33,44,39
"p1106",63,79,74,62,62,54,50,42,49,35
"p1107",61,78,82,81,55,54,47,51,41,27
"p1108",64,90,69,61,65,63,60,60,27,41
"p1109",60,78,95,71,64,62,48,36,40,34
"p1110",61,90,72,51,70,45,56,40,36,35
"p1111",54,95,65,78,60,60,55,38,33,36
"p1112",65,93,60,72,68,59,45,53,39,44
"p1113",63,68,75,63,71,61,48,43,32,43
"p1114",54,83,79,63,76,65,59,51,38,33
"p1115",49,85,69,81,67,55,47,30,29,39
"p1116",64,76,63,71,62,60,47,46,37,37
"p1117",74,71,61,75,59,48,39,39,48,48
"p1118",49,82,62,64,66,50,66,53,42,36
"p1119",53,78,84,78,57,45,49,46,46,34
"p1120",57,91,61,63,53,61,47,37,36,49
"p1121",66,82,59,68,51,65,53,35,41,44
"p1122",61,82,72,83,53,58,55,46,35,38
"p1123",59,77,60,63,68,62,46,42,53,45
"p1124",66,86,83,61,56,56,48,37,51,36
"p1125",48,96,76,60,57,60,58,40,38,48
"p1126",62,87,69,71,61,53,42,37,48,32
"p1127",52,66,79,65,65,64,53,60,37,30
"p1128",61,83,77,73,70,58,39,49,43,46
"p1129",80,80,62,65,69,55,43,49,42,45
"p1130",69,81,63,64,49,55,44,46,40,30
"p1131",66,82,61,65,54,52,61,46,42,43
"p1132",70,69,77,71,59,53,55,44,43,38
"p1133",56,95,82,69,79,62,46,51,47,36
"p1134",67,83,67,63,67,72,60,42,52,33
"p1135",68,97,73,72,58,60,57,39,38,46
"p1136",62,69,58,78,54,58,45,44,40,36
"p1137",70,86,55,67,63,63,43,38,39,36
"p1138",66,84,72,81,62,50,48,41,35,28
"p1139",72,70,69,74,68,49,50,36,57,34
"p1140",75,103,80,67,71,42,51,42,34,35
"p1141",82,69,77,80,62,49,45,42,37,53
"p1142",68,75,83,63,49,56,52,35,39,27
"p1143",52,80,83,77,49,58,64,39,39,42
"p1144",50,88,57,76,40,56,45,52,35,44
"p1145",52,84,66,62,64,53,59,40,40,28
"p1146",57,69,71,64,51,65,49,40,32,37
"p1147",69,90,75,51,64,62,44,54,47,35
"p1148",70,73,55,71,58,57,61,48,46,27
"p1149",62,73,72,71,60,41,43,57,57,39
"p1150",65,97,87,67,45,49,54,39,43,40
"p1151",57,82,76,74,64,53,45,38,41,39
"p1152",78,69,65,61,49,64,50,39,46,31
"p1153",48,89,78,55,58,53,43,44,37,31
"p1154",77,64,80,70,54,59,46,40,41,40
"p1155",72,81,73,75,60,51,51,37,35,36
